smiles,Kode-1,Kode-2
Cc1cccc(c1n2c(nnn2)C3(CCCC3)N4CCN(CC4)N=O)C,C20789974,P31016420
Cc1ccc(cc1)Cn2c3c(c(nn4c3nnc4c5cccnc5)C)nn2,C21174546,P31609661
CC(C)c1cc(n(n1)C)c2nn3c(nnc3s2)c4cnccn4,C40283724,P61148294
COc1cc(cc(c1)OC)c2nnc3n2nc(s3)Cn4cccn4,C40286775,P61153764
COC(=O)N1CCN(CC1)c2ccc(cn2)c3nc(on3)C(F)(F)F,C44097280,P66632732
Cc1cc(no1)c2cn3c(nnc3s2)COc4ccc5c(c4)OCO5,C45221677,P68134742
CN(c1ccccc1)C(=O)C2CCN(CC2)c3ccc4nnnn4n3,C24369074,P72262451
c1ccc(c(c1)n2c(=O)n(nn2)Cc3cc(=O)n4ccsc4n3)Cl,C10198475,P87360415
Cn1cnnc1Sc2nc(nc(n2)N3CCCCC3)N4CCCCC4,C05749036,P90387954
Cc1c(nc(o1)c2ccco2)COc3ccc(cc3)n4cnnn4,C58412811,P98730713
Cc1cc(n2c(n1)nnc2SCc3cc(=O)n4c(n3)cc(o4)C)C,C35447957,P99047617
CC(C)c1cc(nc2n1ncn2)c3nc(nn3c4ccccn4)C5CC5,C65370848,P100484793
CC(C)Cc1cc(on1)C(=O)N2CCCn3c(cc(n3)C(=O)OC)C2,C65426034,P100599068
C[C@@H]1CN(CCN1c2ccc3nncn3n2)c4nc5ccccc5o4,C69564943,P107041962
C[C@@H]1CCC[C@H](C1)OC(=O)Cn2c(=O)c3c(ncn3C)n(c2=O)C,C70674431,P109035481
C[C@@H]1CC=CC[C@@H]1COC(=O)Cn2cnc3c2c(=O)n(c(=O)n3C)C,C49938913,P111903521
COC(=O)c1cnn2c1nnc3c2ccn(c3=O)c4ccccc4Cl,C72466107,P112739126
COc1ccc(cc1)CCn2ccc3c(c2=O)nnc4n3ncn4,C72466628,P112739653
C[C@H]1C[C@@H](CC(C1)(C)C)OC(=O)Cn2c(=O)c3c(ncn3C)n(c2=O)C,C72511332,P112816268
Cn1cnc2c1c(=O)n(c(=O)n2C)CC(=O)OCC3CCCCC3,C24203376,P113169340
C[C@@H]1CCC[C@@H](C1)OC(=O)Cn2cnc3c2c(=O)n(c(=O)n3C)C,C72967722,P113550652
COc1cncc(n1)c2ncn(n2)c3ccc(nn3)Cl,C73823421,P114987242
Cc1nc(no1)Cc2nc(on2)Cc3coc(n3)c4ccc(cc4)F,C74121759,P115483414
Cc1c(nnn1c2ccc3c(c2)cccn3)c4nc(no4)c5ccncc5,C74454881,P116050782
c1ccn2c(c1)nnc2[C@H]3CCCN(C3)Cc4nc(no4)c5ccco5,C76396204,P119151011
c1cc(sc1)c2nnc(n2C3CC3)Sc4ccc5nnnn5n4,C54448942,P132138541
COc1cc(ccn1)c2nc(on2)c3ccc(cc3)n4ccnn4,C89647185,P140145685
Cc1cc(c2cnn(c2n1)C(C)C)c3nc(no3)c4ccc(cn4)C#N,C90095902,P140821966
CC(C)c1nc(on1)CCc2nc(no2)c3ccc(cn3)C#N,C90096795,P140822862
C[C@H](c1nc(no1)c2cccnn2)Oc3ccc4c(c3)OCO4,C91586067,P143328152
Cc1c(c(n(n1)C)C)c2nn3c(nnc3s2)c4cc(nn4C)C(C)C,C95477681,P149981340
COc1ccc(nn1)O[C@H]2CCN(C2)C(=O)c3cccc4c3OCCO4,C98338536,P156405563
c1cc(ccc1C(=[NH2+])NCCNC(=[NH2+])c2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-],C04014029,P04957695
Cc1cc(c(c(c1)C[NH+](CCO)CCO)O)C[NH+](CCO)CCO,C01700095,P05939617
C(CO)N(CCO)c1nc(nc(n1)N(CCO)CCO)N(CCO)CCO,C04783486,P06897206
CCN/C(=N\c1cccc(c1)C2=[NH+]CCN2)/c3ccc(cc3)/C(=N/c4cccc(c4)C5=[NH+]CCN5)/NCC,C04805058,P06943779
COc1cc(ccc1O)/C=N/NC(=[NH2+])N/N=C/c2ccc(c(c2)OC)O,C03173811,P07863616
c1ccc(cc1)n2ncc(n2)[C@H]([C@@H]([C@@H](CO)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,C05734786,P08563783
c1ccc(cc1)n2ncc(n2)[C@H]([C@H]([C@@H](CO)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,C05734789,P08563788
CCOC(=O)C(=O)/C(=N\Nc1c([nH+]c[nH]1)C(=O)N)/C(=O)N/N=C/c2ccc(cc2)OC,C08385576,P12778271
CCCOc1cccc(c1)/C=N/Nc2nc3c(nc[nH+]c3n2[C@@H]4[C@H]([C@H]([C@@H](O4)CO)O)O)N,C08636781,P13190335
CCCOc1ccc(cc1)C(=O)NC(=S)Nc2ccc(cc2)S(=O)(=O)NC(=[NH2+])N,C09085994,P13937475
c1ccc(c(c1)NS(=O)(=O)c2ccc(cc2)/C=C/C(=O)Nc3cc(cc(c3)C(=O)N)C(=O)N)Cl,C09315990,P14276807
c1ccc(cc1)/C=C/S(=O)(=O)Nc2cccc(c2)C(=O)Nc3cc(cc(c3)C(=O)N)C(=O)N,C09285206,P14390123
CCc1cccc(c1)OC[C@H](Cn2c3c(=O)[nH]c(=O)n(c3[nH+]c2NN=Cc4ccc(cc4O)O)C)O,C10274046,P15619216
CC[C@@H](C)Oc1cccc(c1)C(=O)NC(=S)Nc2ccc(cc2)S(=O)(=O)NC(=[NH2+])N,C10122868,P16105248
c1ccnc(c1)C[NH2+]C[C@H](COc2ccc(cc2)OC[C@@H](C[NH2+]Cc3ccccn3)O)O,C06475567,P19318461
c1cc(ccc1N)S(=O)(=O)NCCSSCCNS(=O)(=O)c2ccc(cc2)N,C01585835,P25502277
c1ccc(cc1)n2ncc(n2)[C@@H]([C@@H]([C@@H](CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,C16951658,P25522782
CCOc1cc(cc(c1OCC(=O)N)Br)CNCC[NH2+]CCO,C19691207,P29187840
C/C(=N\Nc1[nH]nc(n1)SCC(=O)Nc2ccc(cc2)S(=O)(=O)N)/c3cc[nH+]cc3,C20835679,P31111690
CCOC(=O)c1c2c(sc1NC(=O)CCSc3nnc(n3N)NN)CCC2,C20922326,P31237122
COc1cc(cc(c1OC)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@H]([C@@H]([C@H](CO3)O)O)O)O)O)O,C31155391,P45880111
CC[C@H](CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)C(C)(C)O,C31164863,P45892289
C=C[C@H](CO)[C@H](CCO)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,C31168423,P45897238
c1ccc(cc1)OCCOc2cccc(c2)C(=O)NC(=S)Nc3ccc(cc3)S(=O)(=O)N=C(N)N,C14041007,P49737445
c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)[O-])NC(=O)[C@@H](CCC[NH+]=C(N)N)N,C34227799,P50810051
c1ccc(c(c1)C(=O)N/N=C/[C@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)Cl,C33957523,P50858071
CCOC(=O)/C(=C/NC(=S)Nc1ccc(cc1)Cl)/C(=O)N/[NH+]=C(\N)/[S-],C05324587,P50864331
COc1cc(ccc1O)[C@@H](CO)[C@H](c2ccc(c(c2)OC)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C35271367,P52333196
C=CCc1ccc(cc1)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,C35464218,P52621337
C[C@H]1CCN([C@@H](C1)C(=O)[O-])C(=O)[C@@H](CCCNC(=[NH2+])N)NS(=O)(=O)c2cccc3c2NC[C@@H](C3)C,C37263674,P55412028
c1cc(c2c(c1NCC[NH2+]CCO)C(=O)c3c(ccc(c3C2=O)O)O)NCCNCCO,C03794794,P56799907
c1cc2c(cc1CNc3c(c([nH+]cn3)NCCC[NH+]4CCOCC4)N)OCO2,C40686069,P61767233
CCN(CC)S(=O)(=O)c1ccc(cc1)Nc2c(c(nc[nH+]2)NCCC[NH+]3CCOCC3)N,C40756547,P61888161
c1ccc(c(c1)OC[C@H](COC[C@@H](COc2ccccc2OCC(=O)N)O)O)OCC(=O)N,C59367080,P90272519
c1ccc(c(c1)C(=O)N)NC(=O)CSc2nnc(s2)SCC(=O)Nc3ccccc3C(=O)N,C59449436,P90462875
c1cc(ccc1C(=O)NN)OCCOCCOc2ccc(cc2)C(=O)NN,C03022603,P90611139
c1cc(ccc1NC(=O)CSc2nnc(n2N)N/N=C/c3ccc(cc3O)O)[N+](=O)[O-],C20292378,P90641386
CCC[NH+](CCC)C[C@H]1[C@@H](NNN1c2c(non2)N)C(=O)N/N=C/C3=c4ccccc4=[NH+]C3,C63426948,P97400445
c1ccc(cc1)C[NH2+][C@H]2NN[C@H](S2)SCC(=O)N[C@@H](CC3=c4ccccc4=[NH+]C3)C(=O)[O-],C64684094,P99360463
CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O)O)O,C67912090,P104263807
CCOc1ccc(cc1F)CN/C(=[NH+]\C)/NC2CC[NH+](CC2)CC(=O)N,C85952298,P134577644
C[C@H]1C[NH+](C[C@@H](O1)C)C[C@@H](C[NH+](C)CCCc2c(c(n[nH]2)N)C#N)O,C89943835,P140600255
C[C@@H]1C[NH+](C[C@H](O1)C)C[C@@H](C[NH+](C)CCCc2c(c([nH]n2)N)C#N)O,C89943836,P140600256
c1c(nc(s1)NC(=[NH2+])N)C[S@](=O)CC/C(=N/S(=O)(=O)[NH-])/N,C22056704,P150511021
CCN(CC)c1cccc2c1cccc2S(=O)(=O)NCCN3CC[NH2+]CCNCC[NH2+]CC3,C96331696,P151982176
c1ccc(cc1)Cc2ccccc2N/N=C/[C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O,C96332195,P151983989
c1cc(c(cc1)OCCOc2c(cccc2)/C=N/NC(=O)N)/C=N/NC(=O)N,C96562099,P152593971
c1cc(ccc1/N=C(/N)\NC(=[NH2+])NCCCCCC/N=C(/N)\NC#N)Cl,C22054233,P155499829
c1ccc(c(c1)CN(Cc2ccccc2/C(=N/O)/N)c3ccc(cc3)/C(=[NH+]\O)/N)/C(=N\O)/N,C98214978,P156195175
[H]/N=C(/N)\N/C(=N\CCC[C@@H](C)Nc1cc(cc2c1nccc2)OC)/NC(C)C,C98236831,P156247100
C1[C@H]([C@H](C(=O)C=C1C(=O)[O-])O)O,C03869255,P04545710
C1C[C@@H](N(C1)[N+](=O)[O-])C(=O)[O-],C01704325,P07587768
Cc1[nH]c(=O)c(cn1)CS(=O)(=O)[O-],C06621802,P12555932
C=CC(=O)N1C[C@H](C[C@H]1C(=O)[O-])O,C19440932,P28753707
C#CC(=O)N1CSC[C@H]1C(=O)[O-],C19510682,P28874846
C1[C@H]2[C@H](O2)[C@H](N1)C(=O)[O-],C27849593,P41102182
C1CO[C@@H](C(=S)N1)C(=O)[O-],C33753905,P50013416
CC[C@@H](CS(=O)(=O)[O-])[N+](=O)[O-],C01672842,P56443945
C1CC(=O)N[C@H]1C(=O)[O-],C03598262,P56973071
C1[C@H]2N(C1=O)[C@@H](CO2)C(=O)[O-],C39057950,P59176753
C1C[C@@H](N2[C@H]1[C@@H](C2=O)N)C(=O)[O-],C39058858,P59178578
C1[C@@H](NC(=S)N1)C(=O)[O-],C39065933,P59186421
C1[C@@H]([C@H](O[C@@H]1O)C(=O)[O-])O,C39065986,P59186474
C1C(=O)C=C(NC1=O)C(=O)[O-],C39066502,P59186998
CC/C=C/[C@@H]1CC(=O)N[C@@H]1C(=O)[O-],C39116576,P59259737
c1ccnc(c1)CS(=O)(=O)[O-],C40174141,P60971074
C#CC(=O)N[C@]1(CCSC1)C(=O)[O-],C43508442,P65791385
C[C@@](Cn1cc(cn1)Cl)(C(=O)[O-])N,C45436698,P68478813
c1cnn(c1)CC[S@@](=O)CC(=O)[O-],C49326512,P73671851
C1CN(CCC1O)C(=O)CC(=O)[O-],C50913839,P76197056
CNC(=O)c1[n-]ncn1,C59480935,P90534126
C1CN(C[C@@H]1O)C(=O)C(=O)[O-],C61713366,P94520685
C[C@H](c1nc([n-]n1)CC(F)(F)F)N,C61844019,P94759335
c1cncnc1[C@@H]2N[C@@H](CS2)C(=O)[O-],C69508963,P106924720
c1cncnc1[C@H]2N[C@@H](CS2)C(=O)[O-],C69508967,P106924726
C[C@H]1C[C@@](CCO1)(C(=O)[O-])N,C69542952,P107061720
C1C[C@@](COC1)(C(=O)[O-])NC=O,C70016433,P107915112
C[C@]1(CCCN1S(=O)(=O)C)C(=O)[O-],C70617858,P108929011
CN1C[C@@H](NC1=O)C(=O)[O-],C34169760,P110865363
C1CC(=O)N(C1=O)CS(=O)(=O)[O-],C71782247,P111231876
CSC1=NCN(CN1)CC(=O)[O-],C72232872,P112223319
C[C@@H]1CNCCN1C(=O)c2[n-]ncn2,C82504882,P128937011
C[C@@H](c1nnc(o1)[S-])N,C82522354,P128964388
Cc1ccnc(c1)c2[n-]nc(n2)[C@H](C)N,C82643901,P129171398
C[C@H]1C[S@](=O)C[C@@H](N1)C(=O)[O-],C13413608,P129947692
C1C[C@@](CCOC1)(C(=O)[O-])NC=O,C83426294,P130472942
C[C@@H]1CN[C@H](CS1(=O)=O)C(=O)[O-],C83533713,P130664799
C1C[C@@H](N(C1)C(=O)C2(CC2)N)C(=O)[O-],C83835140,P131154284
C1C(CC1[O-])NC(=O)CC(=O)O,C84444993,P132156995
CN(Cc1cncn1C2CC2)CC(=O)[O-],C85191200,P133309278
CN([C@H]1CC(=NC1=O)[O-])C2CNC2,C85258302,P133404629
C[C@H]([C@@]1(C=CC(=O)[C@@H]1[O-])O)O,C13327651,P133965581
Cc1c(cnn1C)[C@H]2CCN[C@H]2C(=O)[O-],C86553526,P135513277
CN[C@@]1(CC[C@H](C1)n2ccnc2)C(=O)[O-],C86626587,P135624844
CS[C@H]1CC[C@@](C1)(C(=O)[O-])N,C86630998,P135625687
C1[C@H](NC2(S1)COC2)C(=O)[O-],C87606334,P137025713
c1ccnc(c1)C[C@H](c2cn[n-]n2)N,C87600087,P137038649
CCNCS(=O)(=O)[O-],C39275333,P137915899
CCCN(CC(=O)[O-])C(=O)c1c[nH]nc1,C38020679,P138113980
C1=C[C@@H]2C(=NC=C2[C@H](C(=O)[O-])N)C=C1,C38531420,P150594577
CCCS(=O)(=O)N1CSC[C@@H]1C(=O)[O-],C19512615,P28876765
Cn1cc(cc1C(=O)N2C[C@H](C[C@@H]2C(=O)[O-])OC)Cl,C20215569,P30098560
CCCS(=O)(=O)N1CCCC[C@@H]1C(=O)[O-],C21953143,P32677361
CCC[C@H](C(=O)[O-])N1CCS(=O)(=O)CC1,C36831158,P54740023
Cc1c(c(n(n1)C)C)CC(=O)N2CCCC[C@@H]2C(=O)[O-],C37437391,P55655317
CC(=O)N1CCC(CC1)C(=O)N(CC(=O)[O-])C2CC2,C37589201,P55898835
C1CCN([C@@H](C1)C(=O)[O-])S(=O)(=O)N2CCSCC2,C37656204,P55999013
C1CCN([C@@H](C1)C(=O)[O-])S(=O)(=O)N2CCC2,C37656501,P55999310
C1CCN(CC1)C(=O)C[S@](=O)CC(=O)[O-],C37921574,P56978546
C[C@@]12CCC(=O)N1[C@H](CS2)C(=O)N3CCC[C@H]3C(=O)[O-],C40393625,P61315611
C1CCN(C1)C(=O)N2CCN(CC2)CC(=O)[O-],C40523663,P61536117
CCN(C1CC1)C(=O)N2CSC[C@@H]2C(=O)[O-],C40560797,P61589164
CC[C@H](C)N(C)C(=O)N1C[C@@H](C[C@@H]1C(=O)[O-])OC,C40563747,P61592379
CN([C@@H]1CCSC1)C(=O)N2CSC[C@H]2C(=O)[O-],C40565925,P61594976
CN([C@H]1CCSC1)C(=O)N2CCC[C@H]2C(=O)[O-],C40565964,P61595017
CCN1CCN(CC1)C(=O)N2CCCC[C@@H]2C(=O)[O-],C40557622,P61595937
CCN(C)C(=O)N1CCN(CC1)CC(=O)[O-],C40560736,P61596377
CCO[C@@H]1CCCN(C1)C(=O)N2CCC[C@@H]2C(=O)[O-],C42426240,P64166030
CCN(C[C@H](C)C#N)C(=O)N1CSC[C@H]1C(=O)[O-],C42448450,P64198079
CC1(COCCN1C(=O)N(C)CC(=O)[O-])C,C42460614,P64219455
C[C@H](CN(C)C(=O)N1CSC[C@@H]1C(=O)[O-])C#N,C42461496,P64220337
C[C@H](COC)N(C)C(=O)N1CCC[C@@H]1C(=O)[O-],C42519795,P64306184
C1C[C@H](N(C1)C(=O)N(CCC#N)C2CC2)C(=O)[O-],C42549971,P64346567
C[C@H](CN(C)C(=O)N1CCS(=O)CC1)C(=O)[O-],C42710193,P64578711
CC[C@H](C(=O)[O-])N(C)C(=O)N1CCC(CC1)OC,C44628371,P67337206
Cc1nc(cs1)CN(C)C(=O)/C(=N/CC#N)/[O-],C44609832,P67341130
C[C@@H](C(=O)[O-])N1CCN(CC1)C(=O)CC(F)(F)F,C51639072,P77369397
Cc1c(c(n(n1)C)C)C(=O)N(C)[C@H](C)C(=O)[O-],C54051209,P81293297
CC(C)(C(=O)[O-])N(C)C(=O)[C@@H]1CCCN(C1)C(=O)C2CC2,C61150624,P93598565
CC1(C[C@@](CCO1)(C(=O)[O-])N2CCOCC2)C,C70371598,P108498256
CC1(C[C@](CCO1)(C(=O)[O-])N2CCOCC2)C,C70371599,P108498257
CC(C)(C)OC(=O)N1CCC[C@H](C1)S(=O)(=O)[O-],C71257504,P110123414
C[C@@]1(CCCN1C(=O)c2ccc(cn2)C#N)C(=O)[O-],C79478898,P124153953
C[C@@]1(CCCN1C(=O)CCn2cccn2)C(=O)[O-],C79479052,P124154199
C[C@]1(CCCN1C(=O)c2ccc(nc2)N(C)C)C(=O)[O-],C79479124,P124154328
CC(C)CN1C[C@H](CC1=O)C(=O)N2CCC[C@]2(C)C(=O)[O-],C79480002,P124155758
C[C@@H]1CCN(C1)C(=O)N2CCC[C@@]2(C)C(=O)[O-],C79493754,P124178971
C[C@@]1(CCCN1c2c3c(ncn2)CCC3)C(=O)[O-],C79486660,P124185671
Cc1nc(cs1)CN(C)C(=O)N2CCC[C@@]2(C)C(=O)[O-],C79507663,P124205812
C1CC1[C@H]2N([C@@H](CS2)C(=O)[O-])S(=O)(=O)C3CC3,C80935710,P126374876
C[C@@H](C(=O)[O-])N1CCn2c(nnc2C(F)(F)F)C1,C81536636,P127207864
CC(C)[C@H](C(=O)[O-])N1CCn2c(nnc2C(F)(F)F)C1,C81547002,P127226409
C1CC(C1)N(CC(=O)[O-])[C@@H]2CCS(=O)(=O)C2,C83405349,P130486910
CCN(CCC#N)C(=O)N1CCCCC[C@H]1C(=O)[O-],C83883458,P131231382
C[C@H](C#N)S(=O)(=O)N1CCCC[C@@H]1C(=O)[O-],C83914149,P131272981
CC(=O)N1CCC(CC1)C(=O)N(CC#C)CC(=O)[O-],C92479089,P144758521
C#CCN(CC(=O)[O-])C(=O)c1cc(cnc1)Br,C92479282,P144758714
Cc1c(c(n(n1)C)N(CC#C)CC(=O)[O-])C#N,C92480900,P144760332
Cc1nc([n-]n1)C(=O)N(C)Cc2cnc(s2)C,C95054318,P149023487
CCCc1cc(n(n1)C)C(=O)N2CC[C@@H]2C(=O)[O-],C95372353,P149800595
CC(=CC(=O)N1CC[C@@H]([C@H]1C(=O)NCCCC(=O)N)NC(=O)Nc2cccc(c2)OC)C,C03838431,P04499801
CCC[C@H](C(=O)NC1CCCC1)N(C2CCCC2)C(=O)c3c(c(ns3)C(=O)N)N,C04161220,P05328811
C[C@@]12CC[C@H]([C@@]([C@H]1Cc3c(nc(s3)Nc4cccc(c4)O)[C@H]2CC(=O)NCCOC)(C)CO)O,C03841658,P06507282
CC(=O)NCCNC(=O)C[C@@H]1c2c(sc(n2)Nc3ccccc3)C[C@H]4[C@]1(CC[C@H]([C@@]4(C)CO)O)C,C03841622,P06530492
CCCCc1c2c(n[nH]1)OC(=C([C@@H]2c3ccc(c(c3)OC)OCC(=O)N)C#N)N,C06264710,P09788902
CCOC(=O)CNC(=O)CN(c1cc(cc(c1)C)C)C(=O)c2c(c(ns2)C(=O)N)N,C06546494,P10315282
c1ccc(c(c1)/C=N/NC(=S)NN2CCN(CC2)NC(=S)N/N=C/c3ccccc3O)O,C08618731,P13158208
c1cc(ccc1c2nnc(n2N)SCC(=O)Nc3c(c4c(s3)CCCC4)C(=O)N)OC(F)F,C11388496,P16934608
COc1ccc(cc1NS(=O)(=O)c2ccc(cc2)F)NC(=O)CCCNC(=O)N,C09285150,P19639913
c1cc(ccc1C(=O)NCCCc2c(c([nH]n2)N)C#N)NS(=O)(=O)c3ccc4c(c3)OCCCO4,C09915539,P20423389
c1cc(oc1)C(=O)N[C@H](C(Cl)(Cl)Cl)NC(=S)Nc2c(c3c(s2)CCCC3)C(=O)N,C04177675,P28528411
CC(=O)Nc1cccc(c1)NC(=O)CSc2nnc(n2N)N/N=C/c3ccc(cc3)N(C)C,C20527587,P30602454
COc1ccc(cc1NC(=O)CSc2nnc(n2N)N/N=C/c3c[nH]c4c3cccc4)Cl,C20527855,P30603017
c1ccc(cc1)/C=N/Nc2[nH]nc(n2)SCC(=O)Nc3nnc(s3)SCC(=O)N,C20831820,P31081214
C/C(=N\Nc1[nH]nc(n1)SCCC(=O)Nc2ccc(cc2)S(=O)(=O)N)/c3ccc(cc3)F,C20835498,P31087289
C=CCSc1nnc(s1)NC(=O)CSc2nnc(n2N)N/N=C/c3cccc(c3)O,C20914804,P31229019
c1cc(ccc1/C=N/Nc2[nH]nc(n2)SCC(=O)NNC(=O)c3ccc(cc3)Cl)O,C20923418,P31238424
COCCOc1ccccc1C(=O)NC(=S)Nc2ccc(cc2)S(=O)(=O)N=C(N)N,C14660003,P31526949
COc1ccc(cc1)NC(=O)CSc2nnc(n2N)N/N=C/c3ccc(c(c3)O)OC,C21316546,P31818604
COc1cccc(c1O)/C=N/Nc2nnc(n2N)SCC(=O)Nc3ccc(cc3Cl)Cl,C21319150,P31823077
CCOc1cc(ccc1O)/C=N/Nc2nnc(n2N)SCC(=O)Nc3ccc(cc3C)OC,C21326595,P31834928
CC(C)[NH2+]C[C@H](COc1ccc(c2c1cccc2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)[O-])O)O)O)O,C21981339,P32714780
Cc1ccc(cc1)Nc2nc(nc(n2)N)CN[C@H](CO)[C@@H](c3ccc(cc3)[N+](=O)[O-])O,C23409286,P34761322
COc1ccc(cc1)NS(=O)(=O)c2cc(ccc2OC)NC(=O)CNC(=O)N,C25262036,P37346916
c1ccc(c(c1)C(=O)Nc2cccc(c2)OCC(=O)N)NS(=O)(=O)c3ccc4c(c3)[nH]c(=O)[nH]4,C25518576,P37712837
CCC[C@@H]1C[C@H]([NH+](C1)C)C(=O)N[C@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O[P@@](=O)(O)[O-])O)O)[C@H](C)Cl,C25756763,P38050314
C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)Oc2ccc(cc2OC)[C@H]3[C@H](c4cc(cc(c4O3)O)CCCO)CO)O)O)O,C31155646,P45880380
c1ccc(cc1)NS(=O)(=O)c2ccc(cc2)NC(=S)Nc3ccc(cc3)S(=O)(=O)N,C32578435,P48217457
c1cc(cc(c1)Cl)C(=O)NNC(=O)CCNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)N,C32747487,P48494487
COc1ccc(cc1OC)C(=O)Nc2c(nc([nH]c2=O)SCC(=O)NC[C@H]3CCCO3)N,C09599495,P57358522
CCN(c1c(n(c(=O)[nH]c1=O)Cc2ccccc2)N)C(=O)CSc3nc(cn3N)c4ccccc4,C09468486,P57452309
Cc1cc(nc(n1)N/C(=N/C(=O)CS[C@@H]2NN[C@@H](S2)C)/NCCc3c[nH]c4c3cc(cc4)OC)C,C38787624,P58735966
CCOc1ccc(cc1)NC(=O)CS[C@@H]2NN[C@@H](N2N)[C@@H]3C=C(N=N3)c4ccc(cc4)C,C39012856,P59109759
CCOC(=O)c1ccc(cc1)NC(=O)CS[C@H]2NN[C@H](N2N)[C@@H]3C=C(N=N3)c4ccccc4,C39016951,P59116175
CCOc1ccc(cc1)N2[C@@H](NN=C2SCC(=O)N)Cc3cc(=O)[nH]c(=O)[nH]3,C39362523,P59648991
CCCCOc1ccc(cc1)Nc2c(c(ncn2)NNC(=O)c3ccncc3)N,C40754862,P61872402
Cc1ccc(cc1)S(=O)(=O)NNc2c(c(ncn2)NCCN3CCOCC3)N,C40794749,P61937004
C1CCc2c(c(c(s2)NC(=O)CCCCC(=O)Nc3c(c4c(s3)CCCC4)C(=O)N)C(=O)N)C1,C01811321,P73479686
Cc1nn(c(c1/C=N/NC(=N)N/N=C/c2c(n(nc2C)c3ccccc3)O)O)c4ccccc4,C16249368,P83007859
CC[NH+](CC)c1ccc(c(c1)O)/C=N/NC(=O)CCCSc2nnc(n2N)c3ccncc3,C58991795,P89353292
CCCN1[C@@H](C(=C(NC1=O)[O-])C(=O)CSc2[nH]c(c(n2)c3cccs3)c4cccs4)[NH3+],C39939506,P97071546
C[C@@]1(CCC[C@]2([C@@H]1CCC(=C)[C@@H]2CC/C(=C\CO)/CO)C)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C67913766,P104266292
CCCCCCCNc1nc2c(=O)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,C70665340,P109013042
c1cc(c(=O)[nH]c1)C(=O)Nc2nc(cs2)CCC(=O)NCCc3ccc(cc3)S(=O)(=O)N,C21689941,P109121072
CC[C@H](C)c1c(n2cc(nc(c2n1)CCCNC(=[NH2+])N)c3c[nH]c4c3cccc4)[O-],C30724526,P110055933
c1ccc2c(c1)/C(=N/NC(=S)NCc3ccco3)/C(=O)N2CC(=O)Nc4ccc(cc4)S(=O)(=O)N,C72414983,P112644806
COc1ccc(cc1)C(=O)N[C@H](C(Cl)(Cl)Cl)NC(=S)Nc2ccc(cc2)S(=O)(=O)N,C13482474,P126562428
CC\1=NN(C(=O)/C1=C\Nc2ccc(cc2)S(=O)(=O)NC(CO)(CO)CO)c3ccc(cc3)Cl,C95470972,P149968599
Cc1ccc(cc1)N2C(=O)/C(=C/Nc3ccc(cc3)S(=O)(=O)NC(CO)(CO)CO)/C(=N2)C,C95471059,P149968762
c1ccc2c(c1)cccc2OCC(=O)N/N=C\c3ccc(cc3)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C35144022,P155825406
COc1ccc(cc1OC)C(=O)Nc2c(nc([nH]c2=O)SCC(=O)Nc3ccc(cc3)Cl)N,C02712610,P04620109
Cc1ccc(cc1)SCc2c(nnn2c3c(non3)N)C(=O)NNC(=C)c4ccc(cc4)O,C01891223,P04902451
CCC[C@H](C(=O)NC(C)(C)C)N(C1CCCC1)C(=O)c2c(c(ns2)C(=O)N)N,C04161167,P05328758
CCCC[C@H](C(=O)NC(C)(C)C)N(C1CCCCC1)C(=O)c2c(c(ns2)C(=O)N)N,C06481445,P10166302
c1ccc(cc1)NC(=S)NNc2nc(nc(n2)N3CCOCC3)NNC(=S)Nc4ccccc4,C08788330,P13874318
